Lat,Lon,Year,Day,Month,SolarNoon,Sunrise,Sunset,SunriseTime,SolarNoonTime,SunsetTime
37.773972,122.431297,2023,4,Nov,11:33:47,06:18,16:49,6.3,11.563055555555556,16.816666666666666
37.773972,122.431297,2023,4,Dec,11:40:02,06:49,16:31,6.816666666666666,11.667222222222222,16.516666666666666
37.773972,122.431297,2023,5,Jan,11:55:11,07:06,16:45,7.1,11.919722222222221,16.75
37.773972,122.431297,2023,5,Feb,12:04:11,06:51,17:18,6.85,12.069722222222222,17.3
37.773972,122.431297,2023,5,Mar,12:01:59,06:17,17:47,6.283333333333333,12.033055555555556,17.783333333333335
37.773972,122.431297,2023,5,Apr,11:53:16,05:31,18:16,5.516666666666667,11.887777777777778,18.266666666666666
37.773972,122.431297,2023,5,May,11:47:04,04:51,18:44,4.85,11.784444444444444,18.733333333333334
37.773972,122.431297,2023,5,Jun,11:48:36,04:29,19:09,4.483333333333333,11.81,19.15
37.773972,122.431297,2023,5,Jul,11:54:42,04:34,19:16,4.566666666666666,11.911666666666667,19.266666666666666
37.773972,122.431297,2023,5,Aug,11:56:24,04:57,18:56,4.95,11.94,18.933333333333334
37.773972,122.431297,2023,5,Sep,11:49:21,05:23,18:15,5.383333333333334,11.8225,18.25
37.773972,122.431297,2023,5,Oct,11:39:02,05:49,17:28,5.816666666666666,11.650555555555556,17.466666666666665
37.773972,122.431297,2023,5,Nov,11:33:48,06:19,16:48,6.316666666666666,11.563333333333334,16.8
37.773972,122.431297,2023,5,Dec,11:40:26,06:50,16:31,6.833333333333333,11.673888888888888,16.516666666666666
37.773972,122.431297,2023,6,Jan,11:55:38,07:06,16:46,7.1,11.927222222222222,16.766666666666666
37.773972,122.431297,2023,6,Feb,12:04:16,06:50,17:19,6.833333333333333,12.071111111111112,17.316666666666666
37.773972,122.431297,2023,6,Mar,12:01:46,06:16,17:48,6.266666666666667,12.029444444444445,17.8
37.773972,122.431297,2023,6,Apr,11:52:59,05:29,18:17,5.483333333333333,11.883055555555556,18.283333333333335
37.773972,122.431297,2023,6,May,11:46:59,04:50,18:45,4.833333333333333,11.783055555555556,18.75
37.773972,122.431297,2023,6,Jun,11:48:47,04:29,19:09,4.483333333333333,11.813055555555556,19.15
37.773972,122.431297,2023,6,Jul,11:54:53,04:34,19:15,4.566666666666666,11.914722222222222,19.25
37.773972,122.431297,2023,6,Aug,11:56:18,04:57,18:55,4.95,11.938333333333334,18.916666666666668
37.773972,122.431297,2023,6,Sep,11:49:01,05:24,18:13,5.4,11.816944444444443,18.216666666666665
37.773972,122.431297,2023,6,Oct,11:38:44,05:50,17:27,5.833333333333333,11.645555555555555,17.45
37.773972,122.431297,2023,6,Nov,11:33:49,06:20,16:47,6.333333333333333,11.563611111111111,16.783333333333335
37.773972,122.431297,2023,6,Dec,11:40:51,06:51,16:31,6.85,11.680833333333332,16.516666666666666
37.773972,122.431297,2023,7,Jan,11:56:04,07:06,16:47,7.1,11.934444444444445,16.783333333333335
37.773972,122.431297,2023,7,Feb,12:04:21,06:49,17:20,6.816666666666666,12.0725,17.333333333333332
37.773972,122.431297,2023,7,Mar,12:01:32,06:14,17:49,6.233333333333333,12.025555555555556,17.816666666666666
37.773972,122.431297,2023,7,Apr,11:52:42,05:28,18:18,5.466666666666667,11.878333333333334,18.3
37.773972,122.431297,2023,7,May,11:46:55,04:49,18:46,4.816666666666666,11.781944444444445,18.766666666666666
37.773972,122.431297,2023,7,Jun,11:48:58,04:29,19:10,4.483333333333333,11.816111111111113,19.166666666666668
37.773972,122.431297,2023,7,Jul,11:55:03,04:35,19:15,4.583333333333333,11.917499999999999,19.25
37.773972,122.431297,2023,7,Aug,11:56:12,04:58,18:53,4.966666666666667,11.936666666666667,18.883333333333333
37.773972,122.431297,2023,7,Sep,11:48:41,05:25,18:12,5.416666666666667,11.811388888888889,18.2
37.773972,122.431297,2023,7,Oct,11:38:26,05:51,17:25,5.85,11.640555555555554,17.416666666666668
37.773972,122.431297,2023,7,Nov,11:33:51,06:21,16:46,6.35,11.564166666666667,16.766666666666666
37.773972,122.431297,2023,7,Dec,11:41:16,06:52,16:31,6.866666666666667,11.687777777777779,16.516666666666666
37.773972,122.431297,2023,8,Jan,11:56:30,07:06,16:48,7.1,11.941666666666666,16.8
37.773972,122.431297,2023,8,Feb,12:04:24,06:48,17:21,6.8,12.073333333333332,17.35
37.773972,122.431297,2023,8,Mar,12:01:18,06:13,17:50,6.216666666666667,12.021666666666668,17.833333333333332
37.773972,122.431297,2023,8,Apr,11:52:25,05:26,18:19,5.433333333333334,11.873611111111112,18.316666666666666
37.773972,122.431297,2023,8,May,11:46:50,04:48,18:46,4.8,11.780555555555557,18.766666666666666
37.773972,122.431297,2023,8,Jun,11:49:09,04:28,19:10,4.466666666666667,11.819166666666666,19.166666666666668
37.773972,122.431297,2023,8,Jul,11:55:13,04:35,19:15,4.583333333333333,11.920277777777777,19.25
37.773972,122.431297,2023,8,Aug,11:56:05,04:59,18:52,4.983333333333333,11.934722222222222,18.866666666666667
37.773972,122.431297,2023,8,Sep,11:48:21,05:26,18:10,5.433333333333334,11.805833333333334,18.166666666666668
37.773972,122.431297,2023,8,Oct,11:38:08,05:51,17:24,5.85,11.635555555555555,17.4
37.773972,122.431297,2023,8,Nov,11:33:54,06:22,16:45,6.366666666666666,11.565000000000001,16.75
37.773972,122.431297,2023,8,Dec,11:41:41,06:52,16:31,6.866666666666667,11.694722222222222,16.516666666666666
37.773972,122.431297,2023,9,Jan,11:56:56,07:06,16:49,7.1,11.94888888888889,16.816666666666666
37.773972,122.431297,2023,9,Feb,12:04:27,06:47,17:22,6.783333333333333,12.074166666666667,17.366666666666667
37.773972,122.431297,2023,9,Mar,12:01:03,06:11,17:51,6.183333333333334,12.0175,17.85
37.773972,122.431297,2023,9,Apr,11:52:08,05:25,18:20,5.416666666666667,11.86888888888889,18.333333333333332
37.773972,122.431297,2023,9,May,11:46:47,04:47,18:47,4.783333333333333,11.779722222222222,18.783333333333335
37.773972,122.431297,2023,9,Jun,11:49:20,04:28,19:11,4.466666666666667,11.822222222222223,19.183333333333334
37.773972,122.431297,2023,9,Jul,11:55:22,04:36,19:15,4.6,11.922777777777776,19.25
37.773972,122.431297,2023,9,Aug,11:55:57,05:00,18:51,5.0,11.9325,18.85
37.773972,122.431297,2023,9,Sep,11:48:00,05:26,18:09,5.433333333333334,11.8,18.15
37.773972,122.431297,2023,9,Oct,11:37:51,05:52,17:22,5.866666666666667,11.630833333333333,17.366666666666667
37.773972,122.431297,2023,9,Nov,11:33:58,06:23,16:44,6.383333333333334,11.566111111111113,16.733333333333334
37.773972,122.431297,2023,9,Dec,11:42:08,06:53,16:31,6.883333333333333,11.702222222222222,16.516666666666666
37.773972,122.431297,2023,10,Jan,11:57:21,07:06,16:50,7.1,11.955833333333333,16.833333333333332
37.773972,122.431297,2023,10,Feb,12:04:29,06:46,17:23,6.766666666666667,12.074722222222222,17.383333333333333
37.773972,122.431297,2023,10,Mar,12:00:48,06:10,17:52,6.166666666666667,12.013333333333334,17.866666666666667
37.773972,122.431297,2023,10,Apr,11:51:52,05:23,18:21,5.383333333333334,11.864444444444445,18.35
37.773972,122.431297,2023,10,May,11:46:44,04:46,18:48,4.766666666666667,11.77888888888889,18.8
37.773972,122.431297,2023,10,Jun,11:49:32,04:28,19:11,4.466666666666667,11.825555555555555,19.183333333333334
37.773972,122.431297,2023,10,Jul,11:55:31,04:37,19:14,4.616666666666667,11.925277777777778,19.233333333333334
37.773972,122.431297,2023,10,Aug,11:55:49,05:01,18:50,5.016666666666667,11.930277777777777,18.833333333333332
37.773972,122.431297,2023,10,Sep,11:47:40,05:27,18:07,5.45,11.794444444444444,18.116666666666667
37.773972,122.431297,2023,10,Oct,11:37:34,05:53,17:21,5.883333333333333,11.626111111111111,17.35
37.773972,122.431297,2023,10,Nov,11:34:02,06:24,16:43,6.4,11.567222222222222,16.716666666666665
37.773972,122.431297,2023,10,Dec,11:42:34,06:54,16:31,6.9,11.709444444444443,16.516666666666666
37.773972,122.431297,2023,11,Jan,11:57:45,07:06,16:50,7.1,11.962499999999999,16.833333333333332
37.773972,122.431297,2023,11,Feb,12:04:30,06:45,17:24,6.75,12.075,17.4
37.773972,122.431297,2023,11,Mar,12:00:33,06:08,17:53,6.133333333333334,12.009166666666667,17.883333333333333
37.773972,122.431297,2023,11,Apr,11:51:36,05:22,18:22,5.366666666666666,11.86,18.366666666666667
37.773972,122.431297,2023,11,May,11:46:42,04:45,18:49,4.75,11.778333333333334,18.816666666666666
37.773972,122.431297,2023,11,Jun,11:49:44,04:28,19:12,4.466666666666667,11.828888888888889,19.2
37.773972,122.431297,2023,11,Jul,11:55:40,04:37,19:14,4.616666666666667,11.927777777777777,19.233333333333334
37.773972,122.431297,2023,11,Aug,11:55:40,05:02,18:49,5.033333333333333,11.927777777777777,18.816666666666666
37.773972,122.431297,2023,11,Sep,11:47:19,05:28,18:05,5.466666666666667,11.788611111111111,18.083333333333332
37.773972,122.431297,2023,11,Oct,11:37:18,05:54,17:20,5.9,11.621666666666668,17.333333333333332
37.773972,122.431297,2023,11,Nov,11:34:08,06:25,16:43,6.416666666666667,11.568888888888889,16.716666666666665
37.773972,122.431297,2023,11,Dec,11:43:01,06:55,16:31,6.916666666666667,11.716944444444444,16.516666666666666
37.773972,122.431297,2023,12,Jan,11:58:09,07:05,16:51,7.083333333333333,11.969166666666666,16.85
37.773972,122.431297,2023,12,Feb,12:04:30,06:44,17:25,6.733333333333333,12.075,17.416666666666668
37.773972,122.431297,2023,12,Mar,12:00:17,06:07,17:54,6.116666666666666,12.004722222222222,17.9
37.773972,122.431297,2023,12,Apr,11:51:20,05:20,18:23,5.333333333333333,11.855555555555556,18.383333333333333
37.773972,122.431297,2023,12,May,11:46:40,04:44,18:50,4.733333333333333,11.777777777777779,18.833333333333332
37.773972,122.431297,2023,12,Jun,11:49:56,04:28,19:12,4.466666666666667,11.832222222222223,19.2
37.773972,122.431297,2023,12,Jul,11:55:48,04:38,19:14,4.633333333333333,11.93,19.233333333333334
37.773972,122.431297,2023,12,Aug,11:55:31,05:03,18:48,5.05,11.925277777777778,18.8
37.773972,122.431297,2023,12,Sep,11:46:58,05:29,18:04,5.483333333333333,11.78277777777778,18.066666666666666
37.773972,122.431297,2023,12,Oct,11:37:02,05:55,17:18,5.916666666666667,11.617222222222223,17.3
37.773972,122.431297,2023,12,Nov,11:34:14,06:26,16:42,6.433333333333334,11.570555555555556,16.7
37.773972,122.431297,2023,12,Dec,11:43:29,06:56,16:32,6.933333333333334,11.724722222222223,16.533333333333335
37.773972,122.431297,2023,13,Jan,11:58:33,07:05,16:52,7.083333333333333,11.975833333333334,16.866666666666667
37.773972,122.431297,2023,13,Feb,12:04:30,06:43,17:26,6.716666666666667,12.075,17.433333333333334
37.773972,122.431297,2023,13,Mar,12:00:01,06:05,17:55,6.083333333333333,12.000277777777777,17.916666666666668
37.773972,122.431297,2023,13,Apr,11:51:04,05:19,18:23,5.316666666666666,11.851111111111111,18.383333333333333
37.773972,122.431297,2023,13,May,11:46:39,04:43,18:51,4.716666666666667,11.777500000000002,18.85
37.773972,122.431297,2023,13,Jun,11:50:08,04:28,19:13,4.466666666666667,11.835555555555556,19.216666666666665
37.773972,122.431297,2023,13,Jul,11:55:56,04:38,19:13,4.633333333333333,11.932222222222222,19.216666666666665
37.773972,122.431297,2023,13,Aug,11:55:21,05:03,18:46,5.05,11.9225,18.766666666666666
37.773972,122.431297,2023,13,Sep,11:46:37,05:30,18:02,5.5,11.776944444444446,18.033333333333335
37.773972,122.431297,2023,13,Oct,11:36:46,05:56,17:17,5.933333333333334,11.612777777777778,17.283333333333335
37.773972,122.431297,2023,13,Nov,11:34:22,06:27,16:41,6.45,11.572777777777777,16.683333333333334
37.773972,122.431297,2023,13,Dec,11:43:56,06:56,16:32,6.933333333333334,11.732222222222223,16.533333333333335
37.773972,122.431297,2023,14,Jan,11:58:55,07:05,16:53,7.083333333333333,11.981944444444444,16.883333333333333
37.773972,122.431297,2023,14,Feb,12:04:29,06:42,17:27,6.7,12.074722222222222,17.45
37.773972,122.431297,2023,14,Mar,11:59:45,06:04,17:56,6.066666666666666,11.995833333333332,17.933333333333334
37.773972,122.431297,2023,14,Apr,11:50:49,05:18,18:24,5.3,11.846944444444444,18.4
37.773972,122.431297,2023,14,May,11:46:38,04:42,18:52,4.7,11.777222222222223,18.866666666666667
37.773972,122.431297,2023,14,Jun,11:50:21,04:28,19:13,4.466666666666667,11.839166666666667,19.216666666666665
37.773972,122.431297,2023,14,Jul,11:56:03,04:39,19:13,4.65,11.934166666666666,19.216666666666665
37.773972,122.431297,2023,14,Aug,11:55:10,05:04,18:45,5.066666666666666,11.919444444444444,18.75
37.773972,122.431297,2023,14,Sep,11:46:15,05:31,18:01,5.516666666666667,11.770833333333334,18.016666666666666
37.773972,122.431297,2023,14,Oct,11:36:32,05:57,17:15,5.95,11.608888888888888,17.25
37.773972,122.431297,2023,14,Nov,11:34:30,06:29,16:40,6.483333333333333,11.575,16.666666666666668
37.773972,122.431297,2023,14,Dec,11:44:25,06:57,16:32,6.95,11.740277777777777,16.533333333333335
37.773972,122.431297,2023,15,Jan,11:59:18,07:05,16:54,7.083333333333333,11.988333333333333,16.9
37.773972,122.431297,2023,15,Feb,12:04:27,06:41,17:29,6.683333333333334,12.074166666666667,17.483333333333334
37.773972,122.431297,2023,15,Mar,11:59:28,06:02,17:57,6.033333333333333,11.99111111111111,17.95
37.773972,122.431297,2023,15,Apr,11:50:34,05:16,18:25,5.266666666666667,11.842777777777778,18.416666666666668
37.773972,122.431297,2023,15,May,11:46:38,04:41,18:53,4.683333333333334,11.777222222222223,18.883333333333333
37.773972,122.431297,2023,15,Jun,11:50:33,04:28,19:14,4.466666666666667,11.842500000000001,19.233333333333334
37.773972,122.431297,2023,15,Jul,11:56:10,04:40,19:12,4.666666666666667,11.936111111111112,19.2
37.773972,122.431297,2023,15,Aug,11:54:59,05:05,18:44,5.083333333333333,11.91638888888889,18.733333333333334
37.773972,122.431297,2023,15,Sep,11:45:54,05:31,17:59,5.516666666666667,11.765,17.983333333333334
37.773972,122.431297,2023,15,Oct,11:36:17,05:58,17:14,5.966666666666667,11.604722222222222,17.233333333333334
37.773972,122.431297,2023,15,Nov,11:34:39,06:30,16:39,6.5,11.5775,16.65
37.773972,122.431297,2023,15,Dec,11:44:53,06:58,16:32,6.966666666666667,11.748055555555554,16.533333333333335
37.773972,122.431297,2023,16,Jan,11:59:39,07:04,16:56,7.066666666666666,11.994166666666667,16.933333333333334
37.773972,122.431297,2023,16,Feb,12:04:24,06:40,17:30,6.666666666666667,12.073333333333332,17.5
37.773972,122.431297,2023,16,Mar,11:59:11,06:01,17:58,6.016666666666667,11.986388888888888,17.966666666666665
37.773972,122.431297,2023,16,Apr,11:50:19,05:15,18:26,5.25,11.838611111111112,18.433333333333334
37.773972,122.431297,2023,16,May,11:46:38,04:40,18:54,4.666666666666667,11.777222222222223,18.9
37.773972,122.431297,2023,16,Jun,11:50:46,04:28,19:14,4.466666666666667,11.846111111111112,19.233333333333334
37.773972,122.431297,2023,16,Jul,11:56:16,04:41,19:12,4.683333333333334,11.937777777777779,19.2
37.773972,122.431297,2023,16,Aug,11:54:48,05:06,18:43,5.1,11.913333333333334,18.716666666666665
37.773972,122.431297,2023,16,Sep,11:45:33,05:32,17:58,5.533333333333333,11.759166666666667,17.966666666666665
37.773972,122.431297,2023,16,Oct,11:36:03,05:59,17:12,5.983333333333333,11.600833333333332,17.2
37.773972,122.431297,2023,16,Nov,11:34:49,06:31,16:39,6.516666666666667,11.580277777777777,16.65
37.773972,122.431297,2023,16,Dec,11:45:22,06:59,16:33,6.983333333333333,11.75611111111111,16.55
37.773972,122.431297,2023,17,Jan,12:00:00,07:04,16:57,7.066666666666666,12.0,16.95
37.773972,122.431297,2023,17,Feb,12:04:21,06:38,17:31,6.633333333333333,12.0725,17.516666666666666
37.773972,122.431297,2023,17,Mar,11:58:54,05:59,17:59,5.983333333333333,11.981666666666667,17.983333333333334
37.773972,122.431297,2023,17,Apr,11:50:05,05:13,18:27,5.216666666666667,11.834722222222222,18.45
37.773972,122.431297,2023,17,May,11:46:39,04:39,18:54,4.65,11.777500000000002,18.9
37.773972,122.431297,2023,17,Jun,11:50:59,04:28,19:14,4.466666666666667,11.849722222222223,19.233333333333334
37.773972,122.431297,2023,17,Jul,11:56:22,04:41,19:11,4.683333333333334,11.939444444444444,19.183333333333334
37.773972,122.431297,2023,17,Aug,11:54:35,05:07,18:41,5.116666666666666,11.909722222222223,18.683333333333334
37.773972,122.431297,2023,17,Sep,11:45:11,05:33,17:56,5.55,11.753055555555555,17.933333333333334
37.773972,122.431297,2023,17,Oct,11:35:50,06:00,17:11,6.0,11.597222222222223,17.183333333333334
37.773972,122.431297,2023,17,Nov,11:34:59,06:32,16:38,6.533333333333333,11.583055555555555,16.633333333333333
37.773972,122.431297,2023,17,Dec,11:45:51,06:59,16:33,6.983333333333333,11.764166666666666,16.55
37.773972,122.431297,2023,18,Jan,12:00:20,07:04,16:58,7.066666666666666,12.005555555555556,16.966666666666665
37.773972,122.431297,2023,18,Feb,12:04:17,06:37,17:32,6.616666666666667,12.071388888888889,17.533333333333335
37.773972,122.431297,2023,18,Mar,11:58:37,05:58,18:00,5.966666666666667,11.976944444444445,18.0
37.773972,122.431297,2023,18,Apr,11:49:51,05:12,18:28,5.2,11.830833333333333,18.466666666666665
37.773972,122.431297,2023,18,May,11:46:41,04:39,18:55,4.65,11.778055555555556,18.916666666666668
37.773972,122.431297,2023,18,Jun,11:51:12,04:28,19:15,4.466666666666667,11.853333333333333,19.25
37.773972,122.431297,2023,18,Jul,11:56:27,04:42,19:11,4.7,11.940833333333334,19.183333333333334
37.773972,122.431297,2023,18,Aug,11:54:23,05:08,18:40,5.133333333333334,11.90638888888889,18.666666666666668
37.773972,122.431297,2023,18,Sep,11:44:50,05:34,17:55,5.566666666666666,11.747222222222222,17.916666666666668
37.773972,122.431297,2023,18,Oct,11:35:38,06:01,17:10,6.016666666666667,11.59388888888889,17.166666666666668
37.773972,122.431297,2023,18,Nov,11:35:11,06:33,16:37,6.55,11.586388888888889,16.616666666666667
37.773972,122.431297,2023,18,Dec,11:46:20,07:00,16:33,7.0,11.772222222222224,16.55
37.773972,122.431297,2023,19,Jan,12:00:39,07:03,16:59,7.05,12.010833333333334,16.983333333333334
37.773972,122.431297,2023,19,Feb,12:04:12,06:36,17:33,6.6,12.07,17.55
37.773972,122.431297,2023,19,Mar,11:58:20,05:56,18:01,5.933333333333334,11.972222222222223,18.016666666666666
37.773972,122.431297,2023,19,Apr,11:49:38,05:11,18:29,5.183333333333334,11.827222222222222,18.483333333333334
37.773972,122.431297,2023,19,May,11:46:43,04:38,18:56,4.633333333333333,11.778611111111111,18.933333333333334
37.773972,122.431297,2023,19,Jun,11:51:25,04:28,19:15,4.466666666666667,11.856944444444444,19.25
37.773972,122.431297,2023,19,Jul,11:56:32,04:43,19:10,4.716666666666667,11.942222222222222,19.166666666666668
37.773972,122.431297,2023,19,Aug,11:54:10,05:09,18:39,5.15,11.902777777777779,18.65
37.773972,122.431297,2023,19,Sep,11:44:29,05:35,17:53,5.583333333333333,11.741388888888888,17.883333333333333
37.773972,122.431297,2023,19,Oct,11:35:25,06:02,17:08,6.033333333333333,11.590277777777779,17.133333333333333
37.773972,122.431297,2023,19,Nov,11:35:23,06:34,16:37,6.566666666666666,11.589722222222223,16.616666666666667
37.773972,122.431297,2023,19,Dec,11:46:49,07:00,16:34,7.0,11.780277777777778,16.566666666666666
37.773972,122.431297,2023,20,Jan,12:00:58,07:03,17:00,7.05,12.016111111111112,17.0
37.773972,122.431297,2023,20,Feb,12:04:06,06:35,17:34,6.583333333333333,12.068333333333333,17.566666666666666
37.773972,122.431297,2023,20,Mar,11:58:02,05:55,18:01,5.916666666666667,11.967222222222222,18.016666666666666
37.773972,122.431297,2023,20,Apr,11:49:25,05:09,18:30,5.15,11.823611111111111,18.5
37.773972,122.431297,2023,20,May,11:46:46,04:37,18:57,4.616666666666667,11.779444444444445,18.95
37.773972,122.431297,2023,20,Jun,11:51:38,04:28,19:15,4.466666666666667,11.860555555555555,19.25
37.773972,122.431297,2023,20,Jul,11:56:36,04:43,19:09,4.716666666666667,11.943333333333333,19.15
37.773972,122.431297,2023,20,Aug,11:53:56,05:09,18:38,5.15,11.898888888888889,18.633333333333333
37.773972,122.431297,2023,20,Sep,11:44:07,05:36,17:52,5.6,11.735277777777776,17.866666666666667
37.773972,122.431297,2023,20,Oct,11:35:14,06:03,17:07,6.05,11.587222222222223,17.116666666666667
37.773972,122.431297,2023,20,Nov,11:35:36,06:35,16:36,6.583333333333333,11.593333333333334,16.6
37.773972,122.431297,2023,20,Dec,11:47:19,07:01,16:34,7.016666666666667,11.788611111111111,16.566666666666666
37.773972,122.431297,2023,21,Jan,12:01:16,07:02,17:01,7.033333333333333,12.021111111111113,17.016666666666666
37.773972,122.431297,2023,21,Feb,12:04:00,06:33,17:35,6.55,12.066666666666666,17.583333333333332
37.773972,122.431297,2023,21,Mar,11:57:45,05:53,18:02,5.883333333333333,11.962499999999999,18.033333333333335
37.773972,122.431297,2023,21,Apr,11:49:12,05:08,18:31,5.133333333333334,11.82,18.516666666666666
37.773972,122.431297,2023,21,May,11:46:49,04:36,18:58,4.6,11.780277777777778,18.966666666666665
37.773972,122.431297,2023,21,Jun,11:51:51,04:28,19:15,4.466666666666667,11.864166666666666,19.25
37.773972,122.431297,2023,21,Jul,11:56:40,04:44,19:09,4.733333333333333,11.944444444444445,19.15
37.773972,122.431297,2023,21,Aug,11:53:42,05:10,18:36,5.166666666666667,11.895,18.6
37.773972,122.431297,2023,21,Sep,11:43:46,05:37,17:50,5.616666666666667,11.729444444444445,17.833333333333332
37.773972,122.431297,2023,21,Oct,11:35:03,06:04,17:06,6.066666666666666,11.584166666666667,17.1
37.773972,122.431297,2023,21,Nov,11:35:51,06:36,16:36,6.6,11.5975,16.6
37.773972,122.431297,2023,21,Dec,11:47:48,07:02,16:34,7.033333333333333,11.796666666666667,16.566666666666666
37.773972,122.431297,2023,22,Jan,12:01:33,07:02,17:02,7.033333333333333,12.025833333333335,17.033333333333335
37.773972,122.431297,2023,22,Feb,12:03:53,06:32,17:36,6.533333333333333,12.064722222222223,17.6
37.773972,122.431297,2023,22,Mar,11:57:27,05:52,18:03,5.866666666666667,11.9575,18.05
37.773972,122.431297,2023,22,Apr,11:49:00,05:07,18:32,5.116666666666666,11.816666666666666,18.533333333333335
37.773972,122.431297,2023,22,May,11:46:53,04:36,18:59,4.6,11.78138888888889,18.983333333333334
